"Tank #","Facility ID",Capacity,Status,Substance,"Tank Material","Date Installed",Atg,Delete
1,3-140075,10000,Closure,Diesel,"Fiberglass Reinforced Plastic",03/01/1991,1,
2,3-140075,15000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1976, ,
DT1,3-140075,300,Closure,Diesel,"Asphalt Coated or Bare Steel",09/30/2007, ,
1,3-140076,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
2,3-140076,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1974, ,
3,3-140076,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1974, ,
4,3-140076,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1974, ,
5,3-140076,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1974, ,
6,3-140076,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1974, ,
1,3-140077,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1952, ,
2,3-140077,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1952, ,
1,3-140078,8000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1971, ,
2,3-140078,8000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1971, ,
3,3-140078,8000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1971, ,
1,3-140079,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
2,3-140079,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
3,3-140079,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1977, ,
1,3-140080,10000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1984, ,
2,3-140080,10000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1984, ,
3,3-140080,10000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1984, ,
1,3-140081,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
2,3-140081,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
3,3-140081,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1961, ,
4,3-140081,8000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
5,3-140081,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1961, ,
1,3-140082,12000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1981, ,
2,3-140082,12000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1981, ,
3,3-140082,12000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1981, ,
4,3-140082,10000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1987, ,
5,3-140082,20000,Active,Diesel,"Fiberglass Reinforced Plastic",04/19/2018,3,
6,3-140082,20000,Active,"E10 Regular","Fiberglass Reinforced Plastic",04/19/2018,1,
7,3-140082,10000,Active,"E10 Premium","Fiberglass Reinforced Plastic",04/19/2018,2,
8,3-140082,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",04/19/2018,4,
1,3-140083,12000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1985, ,
2,3-140083,12000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1985, ,
3,3-140083,12000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1985, ,
1,3-140084,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1985, ,
2,3-140084,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1985, ,
3,3-140084,12000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1985, ,
1,3-140085,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
2,3-140085,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
3,3-140085,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
1,3-140086,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1983, ,
1,3-140087,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1982, ,
2,3-140087,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1982, ,
3,3-140087,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1982, ,
4,3-140087,1000,Active,"Used Oil","Fiberglass Reinforced Plastic",01/01/1982, ,
5,3-140087,500,Active,"Used Oil","Not Listed",01/01/1982, ,
6,3-140087,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",01/01/1994,3,
7,3-140087,10000,Active,"E10 Premium","Fiberglass Reinforced Plastic",01/01/1994,1,
8,3-140087,10000,Active,Diesel,"Fiberglass Reinforced Plastic",01/01/1994,2,
1,3-140088,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",10/11/1993, ,
2,3-140088,12000,Active,"E10 Premium","Fiberglass Reinforced Plastic",10/11/1993, ,
3,3-140088,12000,Active,Diesel,"Fiberglass Reinforced Plastic",10/11/1993, ,
4,3-140088,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",06/01/1986, ,
5,3-140088,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",06/01/1986, ,
6,3-140088,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",06/01/1986, ,
7,3-140088,1000,Active,"Used Oil","Fiberglass Reinforced Plastic",06/01/1986, ,
1,3-140089,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1968, ,
2,3-140089,5000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
3,3-140089,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1968, ,
4,3-140089,1000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1968, ,
1,3-140090,10000,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1974, ,
2,3-140090,6000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1974, ,
3,3-140090,12000,Active,Diesel,"Fiberglass Reinforced Plastic",11/01/1990, ,
1,3-140091,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
1,3-140092,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
2,3-140092,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
3,3-140092,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
4,3-140092,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1966, ,
1,3-140093,12000,Active,"E10 Regular","Fiberglass Reinforced Plastic",07/10/1992,1,
2,3-140093,12000,Active,"E10 Premium","Fiberglass Reinforced Plastic",07/10/1992,2,
3,3-140093,12000,Active,Diesel,"Fiberglass Reinforced Plastic",07/10/1992,3,
4,3-140093,6000,Active,Gasohol,"Asphalt Coated or Bare Steel",01/01/1977, ,
5,3-140093,6000,Active,Gasohol,"Asphalt Coated or Bare Steel",01/01/1977, ,
6,3-140093,6000,Active,Gasohol,"Asphalt Coated or Bare Steel",01/01/1977, ,
7,3-140093,6000,Active,Gasohol,"Asphalt Coated or Bare Steel",01/01/1977, ,
1,3-140094,3000,Closure,Diesel,"Asphalt Coated or Bare Steel",04/01/1979, ,
2,3-140094,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",04/01/1979, ,
1,3-140095,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1983, ,
2,3-140095,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1954, ,
3,3-140095,12000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1984, ,
4,3-140095,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1954, ,
1,3-140096,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
2,3-140096,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
1,3-140097,10000,Active,"E10 Regular","Cathodically Protected Steel (Galvanic)",12/20/1993,1,
2,3-140097,10000,Active,"E10 Premium","Cathodically Protected Steel (Galvanic)",12/20/1993,2,
3,3-140097,10000,Active,Diesel,"Cathodically Protected Steel (Galvanic)",12/20/1993,3,
4,3-140097,6000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
5,3-140097,6000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
6,3-140097,6000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
1,3-140098,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",07/31/2014, ,
2,3-140098,10000,Active,"E10 Premium","Fiberglass Reinforced Plastic",07/31/2014, ,
3,3-140098,20000,Active,"E10 Regular","Fiberglass Reinforced Plastic",07/31/2014, ,
4,3-140098,20000,Active,Diesel,"Fiberglass Reinforced Plastic",07/31/2014, ,
5,3-140098,6000,Active,"Offroad Diesel","Fiberglass Reinforced Plastic",04/15/2015, ,
6,3-140098,3000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1976, ,
7,3-140098,4000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",06/01/1976, ,
1,3-140099,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1956, ,
2,3-140099,6000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1966, ,
3,3-140099,10000,Closure,Diesel,"Fiberglass Reinforced Plastic",01/01/1982, ,
4,3-140099,8000,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",01/01/1982, ,
5,3-140099,4000,Closure,Diesel,"Fiberglass Reinforced Plastic",01/01/1982, ,
6,3-140099,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1983, ,
7,3-140099,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1984, ,
8,3-140099,10000,Closure,Other,"Asphalt Coated or Bare Steel",01/01/1960, ,
1,3-140100,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1977, ,
1,3-140101,8000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
2,3-140101,6000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
3,3-140101,8000,Active,"E10 Regular","Cathodically Protected Steel (Galvanic)",06/01/1996,3,
4,3-140101,8000,Active,"E10 Premium","Cathodically Protected Steel (Galvanic)",06/01/1996,2,
5,3-140101,6000,Active,Diesel,"Cathodically Protected Steel (Galvanic)",06/01/1996,1,
1,3-140102,11627,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",10/01/1983, ,
2,3-140102,11627,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",10/01/1983, ,
3,3-140102,11627,Closure,"Regular Gasoline","Fiberglass Reinforced Plastic",10/01/1983, ,
1,3-140103,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
2,3-140103,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
3,3-140103,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
4,3-140103,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
5,3-140103,18000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
6,3-140103,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1973, ,
7,3-140103,20000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1973, ,
1,3-140104,12000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1980, ,
2,3-140104,12000,Active,"Premium Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1980, ,
3,3-140104,12000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1980, ,
1,3-140105,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1975, ,
2,3-140105,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1975, ,
3,3-140105,2000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1975, ,
1,3-140106,4000,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
2,3-140106,4000,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
3,3-140106,6000,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
1,3-140107,10000,Closure,"Regular Gasoline","Epoxy Coated Steel",01/01/1966, ,
2,3-140107,10000,Closure,"Regular Gasoline","Epoxy Coated Steel",01/01/1966, ,
3,3-140107,10000,Closure,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1982, ,
4,3-140107,10000,Closure,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1986, ,
5,3-140107,10000,Closure,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1986, ,
6,3-140107,10000,Closure,"Regular Gasoline","Epoxy Coated Steel",03/15/1990, ,
7,3-140107,1000,Closure,"Regular Gasoline","Epoxy Coated Steel",03/01/1990, ,
8,3-140107,10000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1986, ,
1,3-140108,1500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1954, ,
2,3-140108,1500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1954, ,
1,3-140110,2000,Closure,Diesel,"Asphalt Coated or Bare Steel",05/01/1976, ,
2,3-140110,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",05/01/1976, ,
1,3-140111,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1969, ,
1,3-140112,500,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1972, ,
1,3-140113,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1985, ,
2,3-140113,5000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1985, ,
1,3-140114,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1971, ,
2,3-140114,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1971, ,
1,3-140115,1500,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1949, ,
1,3-140116,250,Closure,"Regular Gasoline",Unknown,01/01/1973, ,
1,3-140117,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/22/1988, ,
2,3-140117,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",12/22/1988, ,
1,3-140118,2200,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1986, ,
1,3-140119,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",12/01/1974, ,
1,3-140120,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1983, ,
2,3-140120,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1983, ,
3,3-140120,4000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1983, ,
2,3-140121,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1976, ,
1,3-140122,4000,Closure,"Regular Gasoline","Not Listed",04/01/1959, ,
2,3-140122,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",04/01/1959, ,
3,3-140122,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",04/01/1959, ,
3,3-140123,10000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1967, ,
4,3-140123,10000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1967, ,
5,3-140123,6000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1967, ,
6,3-140123,1500,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
7,3-140123,2000,Active,Kerosene,"Asphalt Coated or Bare Steel",01/01/1980, ,
8,3-140123,6000,Active,Other,"Asphalt Coated or Bare Steel",01/01/1980, ,
9,3-140123,1500,Active,Diesel,"Asphalt Coated or Bare Steel",01/01/1980, ,
1M,3-140123,12000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1980, ,
2M,3-140123,12000,Active,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1980, ,
1,3-140124,10000,Closure,"Regular Gasoline",Unknown,01/01/1968, ,
2,3-140124,4000,Closure,"Regular Gasoline",Unknown,01/01/1968, ,
1,3-140125,5000,Closure,Diesel,"Composite (Steel w/ FRP)",06/01/1980, ,
2,3-140125,12000,Closure,"Regular Gasoline","Composite (Steel w/ FRP)",06/01/1980, ,
3,3-140125,18000,Closure,"Regular Gasoline","Composite (Steel w/ FRP)",06/01/1980, ,
4,3-140125,12000,Closure,"Regular Gasoline","Composite (Steel w/ FRP)",06/01/1980, ,
5,3-140125,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",12/22/1988, ,
6,3-140125,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",12/22/1988, ,
1,3-140126,8000,Closure,"Regular Gasoline","Composite (Steel w/ FRP)",05/01/1961, ,
2,3-140126,4000,Closure,Diesel,"Composite (Steel w/ FRP)",05/01/1961, ,
3,3-140126,10000,Closure,"Regular Gasoline","Composite (Steel w/ FRP)",06/01/1976, ,
1,3-140127,4000,Closure,"Regular Gasoline",Unknown,01/01/1963, ,
2,3-140127,4000,Closure,"Regular Gasoline",Unknown,01/01/1963, ,
3,3-140127,4000,Closure,"Regular Gasoline",Unknown,01/01/1963, ,
4,3-140127,2000,Closure,"Regular Gasoline",Unknown,01/01/1963, ,
5,3-140127,1000,Closure,"Regular Gasoline",Unknown,01/01/1963, ,
1,3-140129,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1982, ,
2,3-140129,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1982, ,
3,3-140129,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1982, ,
4,3-140129,6000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1982, ,
5,3-140129,2000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1982, ,
1,3-140130,285,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1983, ,
2,3-140131,1000,Active,"Used Oil","Asphalt Coated or Bare Steel",01/01/1966, ,
3,3-140131,1000,Active,"Used Oil","Fiberglass Reinforced Plastic",01/01/1990, ,
4,3-140131,600,Active,"Hazardous Substance","Fiberglass Reinforced Plastic",01/01/1990, ,
5,3-140131,20000,Active,"E10 Regular","Fiberglass Reinforced Plastic",04/17/2019,1,
6,3-140131,10000,Active,"E10 Premium","Fiberglass Reinforced Plastic",04/17/2019,2,
7,3-140131,10000,Active,Diesel,"Fiberglass Reinforced Plastic",04/17/2019,3,
8,3-140131,10000,Active,"Regular Gasoline","Fiberglass Reinforced Plastic",04/17/2019,4,
1,3-140132,4000,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
2,3-140132,6000,Closure,Diesel,Unknown,03/01/1983, ,
1,3-140133,10000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1978,1,
2,3-140133,8000,Active,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1978,2,
3,3-140133,10000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1978,3,
4,3-140133,15000,Active,Diesel,"Composite (Steel w/ FRP)",01/01/1991,4,
1,3-140135,2000,Closure,Diesel,Unknown,01/01/1976, ,
2,3-140135,2000,Closure,Diesel,Unknown,01/01/1976, ,
1,3-140136,10000,Active,"E10 Regular","Cathodically Protected Steel (Impressed Current)",01/01/1982, ,
2,3-140136,6000,Active,"E10 Premium","Cathodically Protected Steel (Impressed Current)",01/01/1982, ,
1,3-140137,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1956, ,
2,3-140137,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1956, ,
3,3-140137,500,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1956, ,
4,3-140137,6000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1966, ,
5,3-140137,3000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1956, ,
6,3-140137,500,Closure,Kerosene,"Asphalt Coated or Bare Steel",01/01/1956, ,
1,3-140138,10000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1966, ,
2,3-140138,10000,Closure,Kerosene,"Asphalt Coated or Bare Steel",01/01/1966, ,
1,3-140139,8000,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
2,3-140139,4000,Closure,"Regular Gasoline",Unknown,12/22/1988, ,
1,3-140140,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1963, ,
2,3-140140,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1963, ,
3,3-140140,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1963, ,
4,3-140140,4000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1963, ,
5,3-140140,560,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1963, ,
1,3-140141,1000,Closure,Diesel,"Asphalt Coated or Bare Steel",01/01/1984, ,
2,3-140141,10000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1980, ,
3,3-140141,500,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1972, ,
1,3-140143,1000,Closure,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1978, ,
1,3-140144,10000,Closure,"Regular Gasoline","Cathodically Protected Steel (Impressed Current)",01/01/1976, ,
2,3-140144,10000,Closure,Diesel,"Cathodically Protected Steel (Impressed Current)",01/01/1976, ,
1,3-140145,8000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1970, ,
2,3-140145,8000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1970, ,
3,3-140145,8000,Closure,"Used Oil","Asphalt Coated or Bare Steel",01/01/1970, ,
1,3-140146,12000,Active,Diesel,"Composite (Steel w/ FRP)",12/31/1990, ,
2,3-140146,6000,Active,Diesel,"Composite (Steel w/ FRP)",12/31/1990, ,
3,3-140146,6000,Active,"E10 Regular","Composite (Steel w/ FRP)",12/31/1990, ,
4,3-140146,10000,Active,"Regular Gasoline","Asphalt Coated or Bare Steel",01/01/1956, ,
