"Facility ID","Facility Name","Owner Name","Facility Address","Facility Zip","Facility Status","Facility Type","Facility Phone",City,"Last Inspection",Latitude,Longitude,"Date Certified","Drinking Water Source","UST ID"
3-140121,"SYMMS FRUIT RANCH","SYMMS FRUIT RANCH","14068 SUNNY SLOPE RD",83605,Closure,Farm,,CALDWELL, ,43.57540000,-116.79099000,09/02/1991,Yes,1927
3-140122,"HOLLY SERVICE","BOB NICHOLES","103 HOLLY ST",83651,Closure,"Gas Station",,NAMPA, ,43.56850000,-116.56464000,12/18/1991,Yes,1928
3-140123,"SAGE TRAVEL PLAZA","Christensen Inc.","2929 FRANKLIN RD",83605,Active,"Gas Station","(208) 454-2084",CALDWELL,5/24/2022,43.66304000,-116.66314000,10/29/1999,Yes,1929
3-140124,"WEE WILLIES","BOB NICHOLES OIL CO OF NAMPA INC","523 12TH AVE RD",83651,Closure,"Gas Station",,NAMPA, ,43.56356000,-116.57326000,12/15/1991,Yes,1930
3-140125,"TOWN PUMP/GEM STOP #005","GEM STOP COMPANY (A.H. SCHADE)","1524 2ND AVE S",83651,Closure,"Gas Station",,NAMPA, ,43.57571000,-116.55673000,09/20/2004,Yes,1931
3-140126,"FLEETWAY STATION #1","BOB NICHOLES OIL CO OF NAMPA INC","201 11TH AVE N",83651,Closure,"Gas Station",,NAMPA, ,43.58250000,-116.55751000,03/13/2000,Yes,1932
3-140127,"FLEETWAY STATION #2","BOB NICHOLES","320 N 10TH",83605,Closure,"Gas Station",,CALDWELL, ,43.66696000,-116.68185000,12/15/1991,Yes,1933
3-140129,"4-G'S INC","4 G'S INC","29416 U OF I LN",83660,Closure,Farm,,PARMA, ,43.80068000,-116.94225000,11/05/1991,Yes,1934
3-140130,"NAMPA FISH HATCHERY","IDAHO DEPT OF FISH & GAME","3806 S POWERLINE RD",83651,Closure,"State Government",,NAMPA, ,43.53220000,-116.55048000,12/10/1991,Yes,1935
3-140131,"Jacksons Food Store #164","JACKSONS FOOD STORES","3804 Blaine St",83605,Active,"Gas Station",,CALDWELL,6/6/2023,43.65049100,-116.66861200,03/14/2008,Yes,1936
3-140132,"J & S FARMS INC","J & S FARMS INC","24996 GOODSON RD",83660,Closure,Farm,,PARMA, ,43.76334000,-116.89075000,12/04/1991,Yes,1937
3-140133,"Jacksons Food Store #005","JACKSONS FOOD STORES","1407 FRANKLIN BLVD",83651,Active,"Gas Station",,NAMPA,6/6/2023,43.59703000,-116.55369000,04/05/1999,Yes,1938
3-140135,"DAVID M ABBOTT","DAVID ABBOTS,DAVID M ABBOTT","4252 W KUNA RD",83634,Closure,Farm,,KUNA, ,43.48839000,-116.46694000,11/15/1991,Yes,1939
3-140136,"Jacksons Food Store #177","JACKSONS FOOD STORES","802 STAR RD",83644,Active,"Gas Station",,MIDDLETON,8/2/2022,43.70298300,-116.61128300,10/17/2002,Yes,1940
3-140137,"NALL'S SERVICE","City of Caldwell Urban Renewal Agency","306 S KIMBALL",83605,Closure,"Not Listed",,CALDWELL, ,43.66491000,-116.68934000,04/17/1986,Yes,1941
3-140138,"SKY VIEW LTD","SKY VIEW LTD","5387 SKY RANCH RD",83651,Closure,"Not Listed",,NAMPA, ,43.45050000,-116.65302000,05/03/1986,Yes,1942
3-140139,"MCARTHUR'S MARKET","SYMPHONI MCARTHUR","1707 GARRITY BLVD",83651,Closure,Other,,NAMPA, ,43.58654000,-116.53968000,02/13/1986,Yes,1943
3-140140,"SINCLAIR RETAIL (#11006)","SINCLAIR OIL CORP","1523 2ND ST S",83651,Closure,"Gas Station",,NAMPA, ,43.57519000,-116.55702000,04/01/1993,Yes,1944
3-140141,"PIONEER HI-BRED INTERNATIONAL","PIONEER HI-BRED INTERNATIONAL IN","9176 LAKESHORE DR",83651,Closure,"Not Listed",,NAMPA, ,43.51039000,-116.57678000,05/19/1987,Yes,1945
3-140143,"ROGERS BROTHERS SEED CO","ROGERS NK SEED CO","1403 CHICAGO ST",83605,Closure,Other,,CALDWELL, ,43.66513000,-116.67801000,11/29/1989,Yes,4290
3-140144,"TIEGS FARMS INC","TIEGS FARMS INC","12035 W STAGECOACH RD",83686,Closure,Farm,,NAMPA, ,43.44441000,-116.63375700,09/26/1991,Yes,1946
3-140145,"FORMER: SUN RAY DAIRY STORE","SAV-MOR OIL CO","VACANT LOT 
923 12TH AVE S",83651,Closure,"Not Listed",,NAMPA, ,43.57218000,-116.56876000,,Yes,1947
3-140146,"BROWN BUS CO","BROWN BUS CO","2011 E SHERMAN AVE",83686,Active,Truck/Transporter,,NAMPA,6/8/2022,43.56490000,-116.54598000,04/26/2004,Yes,1948
3-140147,"SIMPLOT LIVESTOCK CO","J R SIMPLOT CO","HWY 19",83605,Closure,Farm,,CALDWELL, ,43.66988000,-116.73941000,11/05/1991,Yes,1949
3-140148,"FALEN FRUIT RANCH","J R SIMPLOT CO","PLUM RD & APRICOT RD",83605,Closure,Farm,,CALDWELL, ,43.58886000,-116.81243000,11/19/1991,Yes,1950
3-140149,"Stinker Store #44","Airport Partners, LLC","224 HOLLY ST",83651,Active,"Gas Station",,NAMPA,8/16/2023,43.56684000,-116.56403000,10/24/1991,Yes,1951
3-140150,"Stinker Store #41","JOSHNIK, LLLP","704 CLEVELAND",83605,Active,"Gas Station","(208) 454-0652",CALDWELL,2/28/2023,43.66470000,-116.69099000,10/24/1991,Yes,4291
3-140151,"#42 NAMPA Stinker STATION","Stinker Stores","202 3RD ST S",83651,Closure,"Gas Station",,NAMPA, ,43.58448000,-116.57189000,10/24/1991,Yes,1952
3-140153,"NAMPA MUNICIPAL AIRPORT","CLARK'S AIR SERVICE INC","AIRPORT RD",83653,Closure,"Not Listed",,NAMPA, ,43.58664000,-116.52303000,05/07/1986,Yes,1771
3-140154,"WILBUR ELLIS CO","WILBUR ELLIS CO","HWY 19 & PINTO LN",83605,Closure,Other,,CALDWELL, ,43.66888000,-116.77790000,09/06/1991,Yes,1772
3-140155,"IDAHO CONCRETE COMPANY, INC","IDAHO CONCRETE CO","ROEDEL AVE @ SIMPLOT BLVD",83606,Closure,"Not Listed",,CALDWELL, ,43.67328000,-116.70823000,12/20/1994,Yes,1773
3-140156,"CARNATION PROCESSED POTATOES","CARNATION PROCESSED POTATOES","MIDDLETON RD & RR TRACKS, 3704 N MIDDLETON RD",83651,Closure,"Not Listed",,NAMPA, ,43.61433000,-116.60782200,09/30/1988,Yes,1774
3-140157,"EDMARK MOTORS INC","EDMARK MOTORS INC","3120 E CLEVELAND",83605,Closure,"Auto Dealership",,CALDWELL, ,43.64641000,-116.66492000,06/04/1987,Yes,1775
3-140158,"EDMARK MOTORS INC","EDMARK MOTORS INC","300 S 10TH AVE",83605,Closure,"Auto Dealership",,CALDWELL, ,43.66344000,-116.68728000,06/04/1987,Yes,1776
3-140159,"PRECISION AUTOMTIVE & TRANSMISSION INC","PRECISION AUTOMOTIVE & TRANS INC","1314 2ND ST S",83651,Closure,"Not Listed",,NAMPA, ,43.57703000,-116.55890600,03/17/1986,Yes,1777
3-140160,"FIRESTONE STORE #48F5/JC PENNEY","J C PENNEY CO INC","1503 CALDWELL BLVD",83651,Closure,"Not Listed",,NAMPA, ,43.60221000,-116.59880000,07/27/1998,Yes,1778
3-140161,"CALDWELL SECTION","UNION PACIFIC RAILROAD","7TH & RAILROAD ST
MP 466",83605,Closure,Railroad,,CALDWELL, ,43.66764000,-116.68743000,04/29/1986,Yes,1779
3-140162,"TERRY L HIPWELL","TERRY L HIPWELL","30932 SHELTON RD",83660,Closure,Farm,,PARMA, ,43.81811000,-116.91374000,10/07/1994,Yes,1780
3-140163,DARIGOLD,"ASSOCIATED DAIRIES","424 12TH AVE RD",83651,Closure,Commercial,,NAMPA, ,43.56488000,-116.57204000,12/04/1991,Yes,1781
3-140164,"GEM STATE ACADEMY","BOB NICHOLES","MONTANA & HWY 55",83605,Closure,"Not Listed",,CALDWELL, ,43.60572000,-116.68347000,05/06/1986,Yes,1782
3-140165,"BLACK CANYON IRRIGATION DIST","BLACK CANYON IRRIGATION DIST","2ND W ELGIN AVE",83656,Closure,"Local Government",,NOTUS, ,43.72586000,-116.80203000,11/27/1991,Yes,1783
3-140166,"JIFFY LUBE","MINIT LUBE","1130 CALDWELL BLVD",83651,Closure,Other,,NAMPA, ,43.60079000,-116.59532000,11/11/1991,Yes,1784
3-140167,"GEM STATE HELICOPTERS","GARY KNIGHT","RT 4 BOX 820",83605,Closure,"Not Listed",,CALDWELL, ,43.56050000,-116.79316000,05/01/1986,Yes,1785
3-140168,"CAROL ODERMOTT","Don Thornton","940 CALDWELL BLVD",83651,Closure,"Gas Station",,NAMPA, ,43.59893000,-116.59293000,09/17/1991,Yes,1786
3-140169,"PEASE LAND AND LIVESTOCK","WILLIAM E. PEASE,PEASE LAND & LIVESTOCK","RT 1 BOX 1321",83660,Closure,"Not Listed",,PARMA, ,43.75339000,-116.87170000,05/21/1986,Yes,1787
3-140171,"VALLIVUE SCHOOL DIST #139","VALLIVUE SCHOOL DIST #139","16412 S 10TH AVE",83605,Closure,Other,,CALDWELL, ,43.61020000,-116.69081000,06/23/1998,Yes,1788
3-140172,"NAMPA FIRE DEPARTMENT","CITY OF NAMPA","923 1ST ST S",83651,Closure,"Local Government",,NAMPA, ,43.58014000,-116.56217000,05/20/1986,Yes,1789
3-140173,"CALDWELL FIRE DEPARTMENT","City of Caldwell","310 S 7TH AVE",83606,Closure,"Local Government",,CALDWELL, ,43.66518000,-116.69015000,04/01/1986,Yes,1790
3-140174,"CALDWELL INDUSTRIAL AIRPORT","City of Caldwell","4601 AVIATION WY",83605,Closure,"Local Government",,CALDWELL,6/17/2021,43.64248000,-116.64353000,12/24/1991,Yes,1791
3-140176,"COX AUTO REPAIR","ORVILLE R. COX,ORVILLE R COX","1015 N 5TH ST",83605,Closure,Commercial,,CALDWELL, ,43.67519000,-116.68202000,12/09/1991,Yes,1792
3-140177,"COVEY CAFÉ","GEORGE NOURSE","510 SIMPLOT BOULEVARD",83605,Closure,"Not Listed",,CALDWELL, ,43.67026000,-116.70455000,,Yes,1793
3-140178,"LAW ENFORCEMENT BLDG","CITY OF NAMPA","211 12TH AVE S",83651,Closure,"Local Government",,NAMPA, ,43.57760000,-116.56196000,10/10/1991,Yes,1817
3-140179,"ASGROW SEED CO","ASGROW SEED CO","1811 E FLORIDA AVE",83686,Closure,Commercial,,NAMPA, ,43.55777000,-116.54813000,09/09/1991,Yes,1818
3-140182,"MILLER FARMS","CLEO MILLERY,MILLER FARMS","MELMONT RD",83686,Closure,Farm,,NAMPA, ,,,08/25/1992,Yes,1819
3-140183,"CITY OF NAMPA","CITY OF NAMPA","312 1ST ST S",83651,Closure,"State Government",,NAMPA, ,43.58516000,-116.56844000,10/09/1991,Yes,1820
3-140184,"VIGORO FARMARKET","VIGORO FARMARKET","315 1ST ST S",83651,Closure,Commercial,,NAMPA, ,43.58473000,-116.56859000,10/02/1991,Yes,1821
3-140185,"ASSOCIATED AIR INC","ASSOCIATED AIR INC","RT 2 BOX 504",83605,Closure,Farm,,CALDWELL, ,43.67112000,-116.77201500,09/24/1991,Yes,1822
3-140186,"CAMPBELL TRACTOR","CAMPBELL TRACTOR","2014 FRANKLIN RD",83651,Closure,Farm,,NAMPA, ,43.60254000,-116.55233000,10/22/1991,Yes,1823
3-140187,"HONSTEAD MOTOR CO.","HONSTEAD MOTOR CO","223 13TH AVE S",83651,Closure,"Auto Dealership",,NAMPA, ,43.57724000,-116.56077000,09/04/1991,Yes,1824
3-140190,"GENERAL FARM SUPPLY INC / LAKEY'S","LENA LAKEY","5000 HWY 20-26",83606,Closure,Farm,,CALDWELL, ,43.66321000,-116.63606000,05/06/1986,Yes,1825
3-140191,"DEAN'S TIRE SERVICE","WESTERN SUPPLY INC","HWY 20-26/ 809 E GROVE",83660,Closure,"Not Listed",,PARMA, ,43.78210000,-116.93740000,05/06/1986,Yes,1826
3-140195,"ALLEN NOBLE FARMS INC.","ALLEN NOBLE FARMS INC","41/2 MI W OF 1200 M",83686,Closure,Farm,,NAMPA, ,,,01/22/1992,Yes,1827
3-140196,"BOISE PROJECT BOARD OF CT","BOISE PROJECT BOARD OF CONTROL","108 S 5TH ST",83676,Closure,"Local Government",,WILDER, ,43.67544400,-116.90997900,12/12/1991,Yes,1828
3-140197,"DEER FLAT NATIONAL WILDLIFE REFUGE","US FISH & WILDLIFE SERVICE","IOWA RD MAINTENANCE AREA",83653,Closure,"Federal Non-Military",,NAMPA, ,43.57401000,-116.74739000,04/23/1986,Yes,1829
3-140198,"HARTMAN FARMS INC","HARTMAN FARMS INC","RT 1",83660,Closure,Farm,,PARMA, ,43.75768000,-116.87139000,04/26/1986,Yes,1830
3-140199,"Army FMS #2","IDAHO ARMY NATIONAL GUARD JFHQ-ID/JICE-EE","700 W WAREHOUSE",83605,Closure,"Federal Military",,CALDWELL,10/25/2023,43.66879000,-116.70730000,10/28/2005,Yes,4289
3-140201,"TETON SALES CO","TETON SALES CO","424 KIT AVE",83605,Closure,Other,,CALDWELL, ,43.66611000,-116.70385000,07/22/1986,Yes,1831
3-140202,"BRYCE MILLAR","BRYCE MILLAR","3502 S MIDLAND BLVD",83686,Closure,Farm,,NAMPA, ,,,12/27/1991,Yes,1832
3-140203,"PATRICK WALLACE","PAT WALLACE,PATRICK WALLACE","14533 RIVER RD",83605,Closure,Residential,,CALDWELL, ,43.69888900,-116.68345400,01/07/1994,Yes,1833
3-140204,"MARTIN'S SERVICE","GOODMAN OIL","228 ELGIN AVE",83656,Closure,"Gas Station",,NOTUS, ,43.72423000,-116.79733000,12/17/1991,Yes,1834
3-140205,"Southside Grocery-Utaev Stores","JFL Vond, LLC dba Super C; Nampa,Islombek Abdurahmonov,Abdu Utaev Holding LLC","2220 SOUTHSIDE BLVD",83686,Active,"Gas Station",,NAMPA,3/1/2022,43.54724000,-116.53265000,05/18/2001,Yes,1835
3-140206,"SUPER SAVE MARKET INC","SUPER SAVE MARKET INC","321 N KIMBALL",83605,Closure,"Not Listed",,CALDWELL, ,43.66895000,-116.68468000,04/29/1986,Yes,1836
3-140207,"WALTER OPP CONSTRUCTION","WALTER OPP CONSTRUCTION CO INC","3904 E FLAMINGO",83651,Closure,"Not Listed",,NAMPA, ,43.59798000,-116.52266000,06/13/1986,Yes,1837
3-140208,"MR & MRS LOUIS A REICHART","LOUIS A REICHART,MR & MRS LOUIS A REICHART","1004 1ST ST S",83686,Closure,"Gas Station",,NAMPA, ,43.58021000,-116.56173000,10/22/1991,Yes,1838
3-140209,"STATE LINE FARMS","RONALD G SMITH","23018 STATE LINE RD",83660,Closure,Farm,,PARMA, ,43.71983000,-116.96990000,09/20/1986,Yes,1839
3-140210,"Jacksons Food Store #126","JACKSONS FOOD STORES","2420 LINDEN",83605,Active,"Gas Station",,CALDWELL,2/5/2024,43.64794000,-116.66831000,09/10/2002,Yes,1840
3-140211,"DESERT SUN FARMS INC","DESERT SUN FARMS INC","13541 SURREY LN",83686,Closure,Farm,,NAMPA, ,43.46608000,-116.66303000,11/30/1991,Yes,1841
3-140212,"BOISE STATE UNIVERSITY","BOISE STATE UNIVERSITY","2407 CALDWELL BLVD",83651,Closure,"State Government",,NAMPA, ,43.60932000,-116.61131000,07/30/1993,Yes,1842
3-140213,"Maverik Country Store #178","MAVERIK, INC","723 12TH AVE RD",83686,Active,"Gas Station",,NAMPA,11/15/2022,43.56178000,-116.57356000,01/04/2000,Yes,1843
3-140214,"DAN WIEBOLD FORD INC.","DAN WIEBOLD FORD INC","807 3RD ST S",83651,Closure,"Auto Dealership",,NAMPA, ,43.57944000,-116.56584000,06/28/1987,Yes,1844
3-140215,"CAMP CALDWELL CAMPGROUND","FRANCIS TOWNS,CAMP CALDWELL CAMPGROUND","21830 TOWNS CIR",83606,Closure,Residential,,CALDWELL, ,43.68550000,-116.68705000,09/21/1991,Yes,1845
3-140216,"Saint Alphonsus - Nampa Medical Center","SAINT ALPHONSUS REG MED CTR- Facility Services","1512 12TH AVE RD",83686,Closure,Hospital,,NAMPA,11/2/2017,43.55386300,-116.57061100,10/03/1991,Yes,1846
3-140217,"CONSOLIDATED FREIGHTWAYS","MULTICO INC","1005 COMMERCIAL WY",83606,Closure,Truck/Transporter,,CALDWELL, ,43.66131000,-116.66537000,11/16/1987,Yes,1847
3-140218,"IRRIGATORS LUMBER CO INC","IRRIGATORS LUMBER CO INC","7TH & ALBANY",83606,Closure,Commercial,,CALDWELL, ,43.66828000,-116.68681000,09/03/1991,Yes,1848
3-140219,"Jacksons Food Store #062","JACKSONS FOOD STORES","100 CALDWELL BLVD",83651,Active,"Gas Station",,NAMPA,10/4/2022,43.58579000,-116.57389000,07/26/1999,Yes,1849
3-140220,"FEED SERVICE","PURE GRO CO","E HWY 20",83606,Closure,"Not Listed",,CALDWELL, ,43.67094000,-116.70636000,,Yes,1850
3-140221,"TOWN & COUNTRY VOLKSWAGON","TOWN & COUNTRY VOLKSWAGON","6218 E CLEVELAND BLVD",83605,Closure,"Auto Dealership",,CALDWELL, ,43.62355000,-116.63234000,11/17/1988,Yes,1851
3-140222,"COPELAND LUMBER YARDS INC","COPELAND LUMBER YARDS INC","116 N KIMBALL",83605,Closure,Commercial,,CALDWELL, ,43.66720000,-116.68558000,09/03/1991,Yes,1852
3-140223,"Valley Wide Cooperative #38","Valley Wide Cooperative","28028 HWY 20-26",83660,Active,"Gas Station",,PARMA,3/2/2022,43.77791000,-116.92976000,02/10/2004,Yes,1853
3-140224,"IDAHO STATE SCHOOL AND HOSPITAL","IDAHO DEPT OF HEALTH & WELFARE","3100 11TH AVE N",83651,Closure,"State Government",,NAMPA, ,43.60358000,-116.53023000,01/06/1998,Yes,1854
3-140225,"EDMARK FAMILY TRUST","EDMARK FAMILY TRUST","345 NAMPA/CALDWELL BLVD",83651,Closure,"Auto Dealership",,NAMPA, ,43.59097000,-116.58333000,09/05/1991,Yes,1855
3-140226,"RICHARD FAVRY","RICHARD FAVRY","ELGIN AVE & 2ND ST",83656,Closure,"Not Listed",,NOTUS, ,43.72561000,-116.80190000,02/16/1989,Yes,1856
3-140227,"WILDER SCHOOL DISTRICT","WILDER SCHOOL DIST #133","210 A AVE E",83676,Closure,"State Government",,WILDER, ,43.67706000,-116.90873000,09/12/1991,Yes,1857
3-140228,"HARDCASTLE EXCAVATING","RICK HARDCASTLE,HARDCASTLE EXCAVATING","368 GARY ST",83656,Closure,Contractor,,NOTUS, ,43.72755000,-116.79961000,02/06/1995,Yes,1858
3-140229,"UNION FERTILIZER INC","JAY DEE KARREN,UNION FERTILIZER INC","1219 W INDUSTRIAL RD",83687,Closure,Other,,NAMPA, ,43.59865000,-116.55604000,09/04/1991,Yes,1859
3-140230,"RIO VISTA/U-SERVE OF IDAH0","RIO VISTA OIL","502 ELGIN",83605,Closure,"Gas Station",,CALDWELL, ,43.67199000,-116.68533000,07/11/2000,Yes,1860
3-140231,"NOTUS SCHOOL DIST #351","NOTUS SCHOOL DIST #351","CORNER OF NOTUS RD & PURPLE SAGE",83656,Closure,"State Government",,NOTUS, ,43.73561000,-116.79755000,11/01/1991,Yes,1861
3-140232,"DAVID SHUFF","DAVID SHUFF","107 MAIN ST",83660,Closure,Industrial,,PARMA, ,43.78557000,-116.94624000,09/09/1991,Yes,1862
3-140233,"PRODUCERS SUPPLY CO-OP 2","PRODUCERS SUPPLY CO-OP INC","1302 CALDWELL BLVD",83653,Closure,"Not Listed",,NAMPA, ,43.60173000,-116.59693000,02/20/1990,Yes,1863
3-140234,"NAMPA AIRPORT","CITY OF NAMPA","116 MUNICIPAL DR",83687,Active,"Local Government",,NAMPA,4/13/2022,43.58316000,-116.52369000,12/15/1989,Yes,1864
3-140235,"SW ID RESEARCH & EXTENSION CENTER","UNIVERSITY OF IDAHO","16952 S 10TH ST",83605,Closure,"State Government",,CALDWELL, ,43.61750000,-116.69383000,12/09/1998,Yes,1865
3-140237,"MICHAEL STROTHMAN","MICHAEL STROTHMAN","14987 SUNNY SLOPE RD",83605,Closure,"Gas Station","(208) 459-4855",CALDWELL, ,43.58815000,-116.79274000,06/07/1999,Yes,1866
3-140238,"BETTER NISSAN","GREYE WOLF AND ASSOCIATES","6719 E CLEVELAND BLVD",83606,Closure,"Not Listed",,CALDWELL, ,43.62291000,-116.62743000,12/21/1989,Yes,1867
3-140239,"HAPPY DAY FORD","GREYE WOLF AND ASSOCIATES","6009 CLEVELAND BLVD",83606,Closure,"Not Listed",,CALDWELL, ,43.62788000,-116.63390000,12/21/1989,Yes,1868
3-140240,"SHILO DELI MART","NAMPA RESTAURANT CORP","1421 SHILO DR",83687,Closure,"Gas Station",,NAMPA, ,43.60072000,-116.55357000,12/29/1994,Yes,1869
3-140241,"L M & SONS","Larry Marler","708 16TH AVE S",83686,Closure,"Gas Station",,NAMPA, ,43.57103000,-116.56159000,12/14/1991,Yes,1870
3-140242,"INTERMOUNTAIN FARMERS (1)","INTERMOUNTAIN FARMERS ASSOC","323 E KARCHER RD",83651,Closure,Farm,,NAMPA, ,43.60463200,-116.56954400,03/02/1990,Yes,1871
3-140243,"UNITED STATES MARSHAL","UNITED STATES MARSHALS SERVICE","22479 FARGO RD",83676,Closure,"Federal Non-Military",,WILDER, ,43.69709000,-116.93206000,11/14/1990,Yes,1872
3-140245,"NELS H AVELSGAARD","NELS H. AVELSGAARD,NELS H AVELSGAARD","6302 USTICK RD",83687,Closure,"Not Listed",,NAMPA, ,43.63418000,-116.51983000,10/30/1990,Yes,1873
3-140246,"(FORMER) TRIMBLE OIL CO","Armando Paramo","1424 2ND ST S",83651,Closure,"Gas Station",,NAMPA, ,43.57633000,-116.55767000,11/06/1990,Yes,1874
3-140600,"HARA'S INC","JOHN A HARABURDA","1208 MADISON AVE",83687,Closure,Industrial,,NAMPA, ,43.59452000,-116.56106000,06/24/1998,Yes,1875
3-140601,"GOLDEN GATE HWY DIST #3","GOLDEN GATE HWY DIST #3","220 3RD ST",83676,Closure,"Local Government",,WILDER, ,43.67775000,-116.90896000,06/18/1991,Yes,1876
3-140602,"Jacksons Food Store #183","JACKSONS FOOD STORES","1400 FRANKLIN RD",83687,Active,"Gas Station",,NAMPA,2/2/2022,43.59665000,-116.55265000,06/19/1991,Yes,1877
3-140603,"WELL #9","CITY OF NAMPA","MIDDLETON & PISCES DR",83651,Closure,Utilities,,NAMPA, ,43.60039000,-116.61147000,10/22/1991,Yes,1878
3-140604,"FALEN FRUIT RANCH","J R SIMPLOT CO","COOL RD & W LOCUST LN",83605,Closure,Farm,,CALDWELL, ,43.53109000,-116.73324000,11/19/1991,Yes,1879
3-140605,"FALEN FRUIT RANCH","J R SIMPLOT CO","HWY 55 & TRUE RD",83605,Closure,Farm,,CALDWELL, ,43.56690000,-116.79290000,11/19/1991,Yes,1880
3-140606,"FALEN FRUIT RANCH","J R SIMPLOT CO","PLUM RD & HOMEDALE RD",83605,Closure,Farm,,CALDWELL, ,43.61843000,-116.81287000,11/19/1991,Yes,1881
3-140607,"Maverik Country Store #225/#595","MAVERIK, INC","720 N ILLINOIS",83605,Active,"Gas Station",,CALDWELL,11/15/2022,43.67310000,-116.67754000,07/10/2012,Yes,1882
3-140608,"ALLEN NOBLE FARMS, INC.","ALLEN NOBLE FARMS INC","15501 STAGECOACH RD",83686,Closure,Farm,,NAMPA, ,43.44112500,-116.69878700,01/13/1992,Yes,1883
3-140609,"DAN'S FERRY SERVICE","Dans Ferry Service LLC.","1984 HWY 45 S",83641,Active,"Gas Station",,MELBA,9/20/2022,43.34346000,-116.59923000,09/06/2002,Yes,1884
3-140610,"NAMPA RADIO STATION","AT&T COMMUNICATIONS INC","4 MI S OF NAMPA ON",83651,Closure,Other,,NAMPA, ,43.49298000,-116.55358000,02/17/1992,Yes,1885
3-140611,"Lakeshore Foodmart","Varinder R Kanda   (NKVS LLC)","9031 LAKE SHORE DR",83686,Active,"Gas Station",,NAMPA,6/8/2022,43.50985000,-116.57355000,02/19/2004,Yes,1886
3-140612,"TED'S DIESEL","STEVE ANDERSON-WES HOALST","11043 MOSS LN",83651,Closure,Commercial,,NAMPA, ,43.61217000,-116.61396000,02/12/1992,Yes,1887
3-140613,"MICHAELS' AUTO SALES","MICHAEL D. BLEDSOE,MICHAEL D BLEDSOE","1007 3RD ST S",83651,Closure,"Auto Dealership",,NAMPA, ,43.57844000,-116.56375000,03/20/1991,Yes,1888
3-140614,"ARMOUR FRESH MEATS",CONAGRA,"AMITY & RAILROAD RD",83651,Closure,Commercial,,NAMPA, ,43.56133000,-116.52965000,02/09/1997,Yes,1889
3-140615,"DEWILS INTERIORS","DEWILS INTERIORS","816 PAYNTER",83605,Closure,Commercial,,CALDWELL, ,43.66320000,-116.69905000,04/03/1991,Yes,1890
3-140616,"WOOLERY SERVICE","NORMA JEAN GRIGSBY","HWY 20-26 N SIDE",83656,Closure,Commercial,,NOTUS, ,43.72461000,-116.79871000,02/12/1991,Yes,1891
3-140617,"PEASLEY TRANSFER & STORAGE","PEASLEY TRANSFER & STORAGE CO","1514 W KARCHER AVE",83651,Closure,Truck/Transporter,,NAMPA, ,43.60657000,-116.59978200,,Yes,1892
3-140619,"HENRY ANKENY CO","HENRY ANKENY CO","PECKHAM RD",83676,Closure,"Not Listed",,WILDER, ,43.67600000,-116.89541000,06/03/1991,Yes,1893
3-140620,"DECKER FOODS INC","BRUCE DECKER","724 PAYNTER AVE",83605,Closure,"Not Listed",,CALDWELL, ,43.66334000,-116.69842000,,Yes,1894
3-140621,"CLETUS WRIGHT ESTATE","WEST ONE/CLETUS WRIGHT ESTATE","3708 GARRITY BLVD",83651,Closure,"Not Listed",,NAMPA, ,43.59118700,-116.52548300,08/05/1991,Yes,1895
3-140622,"MATRIX RENTALS","MATRIX RENTALS","5101 E CLEVELAND BLVD",83605,Closure,"Auto Dealership",,CALDWELL, ,43.63345000,-116.64398000,09/10/1994,Yes,1896
3-140623,"CAPTIN HOOK BAIT CO","GENEVIEVE EDLEN,GENEVIEVE EBLEN","111 N MIDLAND BLVD",83686,Closure,Commercial,,NAMPA, ,43.56821000,-116.59330000,,Yes,1897
3-140624,"Jacksons Food Store (11)","JACKSONS FOOD STORES","CLEVELAND & KIMBALL",83606,Closure,"Gas Station",,CALDWELL, ,43.66423000,-116.69018000,,Yes,1898
3-140625,"LLOYD NOE","LLOYD NOE","6601 W DICKMAN RD",83641,Closure,Farm,,MELBA, ,43.40837000,-116.49945000,12/03/1991,Yes,1899
3-140626,"ARCO SEED CO","ARCO SEED CO","ANDERSON CORNER RD",83660,Closure,"Not Listed",,PARMA, ,43.87313000,-116.95124600,,Yes,1900
3-140627,"RICHARD NAYLOR","RICHARD NAYLOR,RICHARD NAYLOR","3402 E CLEVELAND BLVD",83605,Closure,Commercial,,CALDWELL, ,43.64437000,-116.66085000,08/11/1993,Yes,1901
3-140630,"CALDWELL TRANSPORTATION CO","CALDWELL TRANSPORTATION CO INC","3503 S 10TH AVE",83607,Active,Truck/Transporter,,CALDWELL,5/19/2022,43.63894000,-116.69244000,09/15/1993,Yes,1902
3-140631,"HELEN M HERMAN","HELEN M HERMAN/1ST SEC TRUST","232 PLEASANTON",83651,Closure,Residential,,NAMPA, ,43.53837000,-116.57579000,,Yes,1903
3-140632,CHECKMATE,"JOHN WASDEN","515 E KARCHER RD",83687,Closure,Other,,NAMPA, ,43.60492000,-116.56712000,12/21/1993,Yes,1904
3-140633,"FLAVOR FREEZE","WESTERN DAIRYMEN COOP INC","115 E PLYMOUTH ST",83605,Closure,Other,,CALDWELL, ,43.68220400,-116.67893200,01/25/1994,Yes,1905
3-140634,"NANCY BAXTER","NANCY BAXTER","905 W SIMPLOT",83605,Closure,Commercial,,CALDWELL, ,43.67006000,-116.70930000,04/06/1994,Yes,1906
